Date,GLD,IEF,IWM,QQQ,SHY,SPY,TLT
2017-06-22,118.91999816894531,87.84515380859375,125.0017318725586,132.79122924804688,70.17190551757812,211.60238647460938,99.85555267333984
2017-06-23,119.43000030517578,87.86959075927734,125.83224487304688,133.30088806152344,70.21340942382812,211.85507202148438,99.8087387084961
2017-06-26,118.36000061035156,87.94297790527344,125.98405456542969,132.6779327392578,70.21340942382812,211.9945068359375,100.18362426757812
2017-06-27,118.80999755859375,87.5109634399414,124.87673950195312,130.27133178710938,70.17190551757812,210.28662109375,99.11351776123047
2017-06-28,118.9000015258789,87.4294662475586,126.78775024414062,132.14938354492188,70.20512390136719,212.16880798339844,98.78545379638672
2017-06-29,118.31999969482422,87.10338592529297,126.03765869140625,129.85601806640625,70.16358184814453,210.30409240722656,97.95751190185547
2017-06-30,118.0199966430664,86.899658203125,125.84115600585938,129.90322875976562,70.16358184814453,210.6961669921875,97.73099517822266
2017-07-03,116.08999633789062,86.5804672241211,126.89488983154297,128.5347442626953,70.11121368408203,211.05343627929688,97.41632080078125
2017-07-05,116.5199966430664,86.64574432373047,126.43949127197266,129.79940795898438,70.13616180419922,211.5413818359375,97.43982696533203
2017-07-06,116.47000122070312,86.48250579833984,124.78837585449219,128.62905883789062,70.15274810791016,209.60693359375,96.63361358642578
2017-07-07,115.27999877929688,86.34365844726562,125.99913024902344,130.01651000976562,70.14448547363281,210.9662628173828,96.054443359375
2017-07-10,115.47000122070312,86.45796203613281,125.45207977294922,130.86590576171875,70.177734375,211.1928253173828,96.19530487060547
2017-07-11,115.62000274658203,86.5722885131836,125.81973266601562,131.23394775390625,70.20264434814453,211.03598022460938,96.35968017578125
2017-07-12,116.02999877929688,86.82537078857422,126.78834533691406,132.79122924804688,70.23590087890625,212.6218719482422,97.02499389648438
2017-07-13,115.81999969482422,86.73556518554688,126.89598083496094,133.08377075195312,70.20264434814453,212.97914123535156,96.41448211669922
2017-07-14,116.7699966430664,86.85802459716797,127.1112289428711,134.1313934326172,70.23590087890625,213.9724884033203,96.5318832397461
2017-07-17,117.29000091552734,86.964111328125,127.40718078613281,134.1974639892578,70.24419403076172,213.9463653564453,96.7979736328125
2017-07-18,118.11000061035156,87.28248596191406,127.0753402709961,135.0940704345703,70.2608413696289,214.0596160888672,97.64330291748047
2017-07-19,118.08000183105469,87.28248596191406,128.3399200439453,135.8868865966797,70.2608413696289,215.21853637695312,97.68244934082031
2017-07-20,118.23999786376953,87.30695343017578,128.4296417236328,136.06617736816406,70.2608413696289,215.31439208984375,97.9642562866211
2017-07-21,119.26000213623047,87.4620361328125,127.8466796875,136.0095672607422,70.29408264160156,215.12271118164062,98.37907409667969
2017-07-24,119.30999755859375,87.40495300292969,128.02601623535156,136.63241577148438,70.26913452148438,215.07040405273438,97.99555206298828
2017-07-25,118.91999816894531,86.9151611328125,129.19195556640625,136.28318786621094,70.22759246826172,215.5931854248047,96.71973419189453
2017-07-26,119.87999725341797,87.19266510009766,128.4744873046875,136.7267608642578,70.27743530273438,215.6020050048828,96.87625885009766
2017-07-27,119.79000091552734,87.05387878417969,127.65831756591797,135.86795043945312,70.2608413696289,215.40151977539062,96.39884948730469
2017-07-28,120.69000244140625,87.20082092285156,127.31754302978516,135.7547149658203,70.30239868164062,215.1488494873047,96.97017669677734
2017-07-31,120.75,87.22533416748047,126.91393280029297,135.17897033691406,70.29408264160156,215.02684020996094,97.0875473022461
2017-08-01,120.6500015258789,87.44200134277344,127.1560287475586,135.4904327392578,70.31986999511719,215.5060577392578,97.76924133300781
2017-08-02,120.4000015258789,87.36023712158203,125.76592254638672,135.8585662841797,70.28658294677734,215.61062622070312,97.82415771484375
2017-08-03,120.58999633789062,87.66273498535156,125.13813018798828,135.33001708984375,70.31153106689453,215.19239807128906,98.83604431152344
2017-08-04,119.6500015258789,87.4256362915039,125.74800872802734,135.5753936767578,70.28658294677734,215.58447265625,97.9967269897461
2017-08-07,119.51000213623047,87.47472381591797,125.95429992675781,136.4342803955078,70.31153106689453,215.9853515625,98.10652923583984
2017-08-08,119.86000061035156,87.40116119384766,125.55963134765625,136.1982879638672,70.31153106689453,215.45379638671875,97.7535629272461
2017-08-09,121.30999755859375,87.50740814208984,124.47447204589844,136.01901245117188,70.30318450927734,215.44508361816406,98.28699493408203
2017-08-10,122.20999908447266,87.83447265625,122.21439361572266,133.10264587402344,70.32816314697266,212.40403747558594,99.12629699707031
2017-08-11,122.79000091552734,87.93255615234375,122.39375305175781,134.11260986328125,70.41968536376953,212.7177276611328,99.17332458496094
2017-08-14,121.91999816894531,87.71998596191406,124.25025177001953,135.83966064453125,70.36145782470703,214.82640075683594,98.66348266601562
2017-08-15,120.9800033569336,87.4583511352539,123.22784423828125,135.9340362548828,70.32816314697266,214.80030822753906,98.24774932861328
2017-08-16,121.87000274658203,87.62185668945312,123.2636947631836,136.17001342773438,70.36975860595703,215.17498779296875,98.60859680175781
2017-08-17,122.48999786376953,87.93255615234375,121.01264190673828,133.38580322265625,70.38639068603516,211.82022094726562,99.345947265625
2017-08-18,122.30000305175781,87.94892883300781,121.00363159179688,133.29144287109375,70.37812042236328,211.48912048339844,99.32237243652344
2017-08-21,122.76000213623047,88.00615692138672,120.92288970947266,133.1215362548828,70.39471435546875,211.65469360351562,99.56555938720703
2017-08-22,122.20999908447266,87.83447265625,122.2322998046875,135.15069580078125,70.38639068603516,213.86793518066406,99.18120574951172
2017-08-23,122.66999816894531,88.13697052001953,122.03504180908203,134.66940307617188,70.4529800415039,213.10116577148438,99.85580444335938
2017-08-24,122.29000091552734,87.99795532226562,122.41170501708984,134.27296447753906,70.38639068603516,212.60446166992188,99.48711395263672
2017-08-25,122.73999786376953,88.14514923095703,122.761474609375,133.98983764648438,70.41136932373047,213.10116577148438,99.87147521972656
2017-08-28,124.69000244140625,88.22691345214844,123.28170776367188,134.40512084960938,70.38639068603516,213.10983276367188,99.80872344970703
2017-08-29,124.41999816894531,88.43128204345703,123.30858612060547,134.93365478515625,70.41968536376953,213.35385131835938,100.13036346435547
2017-08-30,124.36000061035156,88.35771179199219,124.0977554321289,136.51919555664062,70.43628692626953,214.3645477294922,100.0989761352539
2017-08-31,125.81999969482422,88.4966812133789,125.3175277709961,137.98208618164062,70.43628692626953,215.65423583984375,100.39701843261719
2017-09-01,126.05999755859375,88.23631286621094,126.02605438232422,137.7933349609375,70.42132568359375,215.95924377441406,99.62907409667969
2017-09-05,127.45999908447266,88.8504409790039,124.81524658203125,136.55691528320312,70.4879150390625,214.4081573486328,101.20899200439453
2017-09-06,126.80999755859375,88.63754272460938,125.07537841796875,136.97218322753906,70.4796142578125,215.14012145996094,100.58808135986328
2017-09-07,128.1300048828125,89.02239227294922,124.76150512695312,137.29307556152344,70.52120971679688,215.11398315429688,101.61774444580078
2017-09-08,127.97000122070312,88.95684051513672,124.8601303100586,136.1039581298828,70.50457763671875,214.86126708984375,101.397705078125
2017-09-11,126.19000244140625,88.44920349121094,126.16948699951172,137.6706085205078,70.4380111694336,217.15298461914062,100.18717956542969
2017-09-12,126.55999755859375,88.23631286621094,126.9408187866211,138.0009002685547,70.40464782714844,217.88490295410156,99.6605453491211
2017-09-13,125.61000061035156,88.05616760253906,127.31754302978516,138.18971252441406,70.38801574707031,217.98947143554688,99.26754760742188
2017-09-14,126.16000366210938,88.07251739501953,127.200927734375,137.37803649902344,70.3963394165039,217.91976928710938,99.67623901367188
2017-09-15,125.52999877929688,88.17900085449219,127.72107696533203,137.84994506835938,70.38801574707031,218.2130889892578,99.71556854248047
